tokenID,name,description,file_name,attributes[Sill],attributes[Socket],attributes[Flask],attributes[Serum],attributes[Melt],attributes[Coil],attributes[Lid]
3191,Lamp #3191,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3191.gif,Tile Sill,Cone Socket,Teardrop Flask,Green Serum,Gold Melt,Orange Coil,Gold Lid
3192,Lamp #3192,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3192.gif,Formica Sill,Rocket Socket,Teardrop Flask,Amber Serum,White Melt,Dim Coil,Gold Lid
3193,Lamp #3193,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3193.gif,Formica Sill,Rocket Socket,Cylinder Flask,Violet Serum,White Melt,Dim Coil,No Lid
3194,Lamp #3194,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3194.gif,Tile Sill,Cone Socket,Cylinder Flask,Clear Serum,Crimson Melt,Dim Coil,Chrome Lid
3195,Lamp #3195,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3195.gif,Night Sill,Chrome Socket,Teardrop Flask,Amber Serum,White Melt,Orange Coil,Gold Lid
3196,Lamp #3196,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3196.gif,Velvet Sill,Rocket Socket,Taper Flask,Cyan Serum,Crimson Melt,Orange Coil,Chrome Lid
3197,Lamp #3197,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3197.gif,Formica Sill,Ceramic Socket,Taper Flask,Clear Serum,White Melt,Orange Coil,Chrome Lid
3198,Lamp #3198,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3198.gif,Tile Sill,Walnut Socket,Cylinder Flask,Green Serum,Magenta Melt,White-Hot Coil,No Lid
3199,Lamp #3199,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3199.gif,Velvet Sill,Cone Socket,Bulb Flask,Green Serum,White Melt,White-Hot Coil,Gold Lid
3200,Lamp #3200,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3200.gif,Formica Sill,Mushroom Socket,Cylinder Flask,Clear Serum,White Melt,Dim Coil,Chrome Lid
3201,Lamp #3201,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3201.gif,Wood Sill,Cube Socket,Taper Flask,Violet Serum,Black Melt,Orange Coil,Gold Lid
3202,Lamp #3202,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3202.gif,Velvet Sill,Rocket Socket,Bulb Flask,Cyan Serum,Gold Melt,Orange Coil,Chrome Lid
3203,Lamp #3203,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3203.gif,Formica Sill,Ceramic Socket,Cylinder Flask,Clear Serum,Gold Melt,Orange Coil,No Lid
3204,Lamp #3204,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3204.gif,Wood Sill,Cone Socket,Cylinder Flask,Green Serum,Black Melt,Dim Coil,No Lid
3205,Lamp #3205,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3205.gif,Formica Sill,Cone Socket,Cylinder Flask,Cyan Serum,Magenta Melt,Dim Coil,Gold Lid
3206,Lamp #3206,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3206.gif,Wood Sill,Rocket Socket,Taper Flask,Green Serum,Magenta Melt,Orange Coil,Chrome Lid
3207,Lamp #3207,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3207.gif,Wood Sill,Saucer Socket,Taper Flask,Violet Serum,Magenta Melt,Orange Coil,Chrome Lid
3208,Lamp #3208,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3208.gif,Velvet Sill,Rocket Socket,Teardrop Flask,Violet Serum,White Melt,White-Hot Coil,No Lid
3209,Lamp #3209,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3209.gif,Formica Sill,Cone Socket,Cylinder Flask,Clear Serum,Gold Melt,Dim Coil,No Lid
3210,Lamp #3210,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3210.gif,Wood Sill,Rocket Socket,Cylinder Flask,Cyan Serum,Crimson Melt,Dim Coil,Painted Lid
3211,Lamp #3211,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3211.gif,Velvet Sill,Cube Socket,Bulb Flask,Green Serum,Magenta Melt,Dim Coil,No Lid
3212,Lamp #3212,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3212.gif,Night Sill,Rocket Socket,Bulb Flask,Clear Serum,White Melt,Orange Coil,Painted Lid
3213,Lamp #3213,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3213.gif,Formica Sill,Cone Socket,Cylinder Flask,Cyan Serum,Crimson Melt,White-Hot Coil,Gold Lid
3214,Lamp #3214,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3214.gif,Night Sill,Mushroom Socket,Teardrop Flask,Violet Serum,White Melt,Dim Coil,Gold Lid
3215,Lamp #3215,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3215.gif,Night Sill,Rocket Socket,Bulb Flask,Violet Serum,Crimson Melt,Dim Coil,Gold Lid
3216,Lamp #3216,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3216.gif,Formica Sill,Rocket Socket,Bulb Flask,Violet Serum,Gold Melt,Dim Coil,No Lid
3217,Lamp #3217,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3217.gif,Night Sill,Saucer Socket,Cylinder Flask,Violet Serum,White Melt,Dim Coil,Gold Lid
3218,Lamp #3218,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3218.gif,Tile Sill,Walnut Socket,Taper Flask,Amber Serum,Magenta Melt,Orange Coil,No Lid
3219,Lamp #3219,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3219.gif,Tile Sill,Rocket Socket,Bulb Flask,Violet Serum,Gold Melt,White-Hot Coil,Chrome Lid
3220,Lamp #3220,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3220.gif,Formica Sill,Chrome Socket,Bulb Flask,Green Serum,Crimson Melt,Orange Coil,No Lid
3221,Lamp #3221,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3221.gif,Wood Sill,Saucer Socket,Cylinder Flask,Clear Serum,Crimson Melt,Dim Coil,Gold Lid
3222,Lamp #3222,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3222.gif,Velvet Sill,Cube Socket,Bulb Flask,Green Serum,Crimson Melt,White-Hot Coil,Chrome Lid
3223,Lamp #3223,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3223.gif,Tile Sill,Ceramic Socket,Teardrop Flask,Violet Serum,Magenta Melt,Dim Coil,No Lid
3224,Lamp #3224,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3224.gif,Velvet Sill,Mushroom Socket,Teardrop Flask,Clear Serum,Magenta Melt,Dim Coil,Gold Lid
3225,Lamp #3225,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3225.gif,Tile Sill,Rocket Socket,Bulb Flask,Amber Serum,Gold Melt,White-Hot Coil,No Lid
3226,Lamp #3226,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3226.gif,Velvet Sill,Ceramic Socket,Cylinder Flask,Green Serum,Black Melt,Dim Coil,Gold Lid
3227,Lamp #3227,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3227.gif,Night Sill,Ceramic Socket,Bulb Flask,Violet Serum,Magenta Melt,White-Hot Coil,No Lid
3228,Lamp #3228,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3228.gif,Wood Sill,Chrome Socket,Teardrop Flask,Green Serum,Crimson Melt,Dim Coil,Chrome Lid
3229,Lamp #3229,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3229.gif,Tile Sill,Rocket Socket,Cylinder Flask,Cyan Serum,White Melt,White-Hot Coil,Chrome Lid
3230,Lamp #3230,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3230.gif,Wood Sill,Cube Socket,Taper Flask,Violet Serum,Gold Melt,Orange Coil,Gold Lid
3231,Lamp #3231,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3231.gif,Formica Sill,Mushroom Socket,Cylinder Flask,Cyan Serum,Crimson Melt,Orange Coil,Painted Lid
3232,Lamp #3232,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3232.gif,Night Sill,Ceramic Socket,Bulb Flask,Clear Serum,Gold Melt,White-Hot Coil,Gold Lid
3233,Lamp #3233,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3233.gif,Night Sill,Chrome Socket,Bulb Flask,Clear Serum,White Melt,Dim Coil,No Lid
3234,Lamp #3234,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3234.gif,Formica Sill,Ceramic Socket,Taper Flask,Cyan Serum,Black Melt,Orange Coil,Chrome Lid
3235,Lamp #3235,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3235.gif,Night Sill,Walnut Socket,Bulb Flask,Cyan Serum,Black Melt,Orange Coil,No Lid
3236,Lamp #3236,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3236.gif,Formica Sill,Walnut Socket,Cylinder Flask,Amber Serum,Magenta Melt,Dim Coil,Gold Lid
3237,Lamp #3237,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3237.gif,Tile Sill,Mushroom Socket,Bulb Flask,Green Serum,Magenta Melt,Dim Coil,No Lid
3238,Lamp #3238,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3238.gif,Wood Sill,Cone Socket,Bulb Flask,Clear Serum,White Melt,White-Hot Coil,No Lid
3239,Lamp #3239,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3239.gif,Formica Sill,Walnut Socket,Taper Flask,Cyan Serum,White Melt,Orange Coil,Painted Lid
3240,Lamp #3240,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3240.gif,Tile Sill,Ceramic Socket,Taper Flask,Amber Serum,White Melt,Dim Coil,No Lid
3241,Lamp #3241,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3241.gif,Formica Sill,Walnut Socket,Cylinder Flask,Amber Serum,Crimson Melt,White-Hot Coil,Chrome Lid
3242,Lamp #3242,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3242.gif,Night Sill,Mushroom Socket,Teardrop Flask,Cyan Serum,Gold Melt,Dim Coil,Painted Lid
3243,Lamp #3243,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3243.gif,Tile Sill,Mushroom Socket,Taper Flask,Clear Serum,Gold Melt,White-Hot Coil,Painted Lid
3244,Lamp #3244,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3244.gif,Formica Sill,Mushroom Socket,Taper Flask,Clear Serum,Gold Melt,White-Hot Coil,Painted Lid
3245,Lamp #3245,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3245.gif,Formica Sill,Walnut Socket,Cylinder Flask,Clear Serum,White Melt,White-Hot Coil,Painted Lid
3246,Lamp #3246,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3246.gif,Formica Sill,Chrome Socket,Bulb Flask,Amber Serum,Magenta Melt,Orange Coil,Chrome Lid
3247,Lamp #3247,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3247.gif,Wood Sill,Ceramic Socket,Teardrop Flask,Clear Serum,Gold Melt,White-Hot Coil,Chrome Lid
3248,Lamp #3248,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3248.gif,Velvet Sill,Mushroom Socket,Teardrop Flask,Cyan Serum,Gold Melt,Dim Coil,Gold Lid
3249,Lamp #3249,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3249.gif,Wood Sill,Ceramic Socket,Bulb Flask,Green Serum,White Melt,White-Hot Coil,Gold Lid
3250,Lamp #3250,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3250.gif,Night Sill,Walnut Socket,Taper Flask,Cyan Serum,Magenta Melt,Orange Coil,Gold Lid
3251,Lamp #3251,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3251.gif,Wood Sill,Cube Socket,Taper Flask,Violet Serum,Black Melt,Dim Coil,Gold Lid
3252,Lamp #3252,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3252.gif,Velvet Sill,Cone Socket,Teardrop Flask,Cyan Serum,Magenta Melt,Dim Coil,No Lid
3253,Lamp #3253,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3253.gif,Tile Sill,Chrome Socket,Taper Flask,Clear Serum,Crimson Melt,Dim Coil,No Lid
3254,Lamp #3254,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3254.gif,Night Sill,Saucer Socket,Bulb Flask,Violet Serum,Crimson Melt,White-Hot Coil,No Lid
3255,Lamp #3255,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3255.gif,Night Sill,Rocket Socket,Taper Flask,Cyan Serum,Crimson Melt,White-Hot Coil,No Lid
3256,Lamp #3256,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3256.gif,Night Sill,Cone Socket,Cylinder Flask,Green Serum,White Melt,Dim Coil,Chrome Lid
3257,Lamp #3257,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3257.gif,Tile Sill,Rocket Socket,Taper Flask,Cyan Serum,White Melt,Orange Coil,Chrome Lid
3258,Lamp #3258,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3258.gif,Formica Sill,Cone Socket,Cylinder Flask,Cyan Serum,Black Melt,Orange Coil,Painted Lid
3259,Lamp #3259,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3259.gif,Wood Sill,Cone Socket,Bulb Flask,Clear Serum,Crimson Melt,Dim Coil,Gold Lid
3260,Lamp #3260,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3260.gif,Velvet Sill,Mushroom Socket,Cylinder Flask,Violet Serum,White Melt,Dim Coil,Painted Lid
3261,Lamp #3261,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3261.gif,Formica Sill,Rocket Socket,Cylinder Flask,Amber Serum,Black Melt,White-Hot Coil,No Lid
3262,Lamp #3262,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3262.gif,Formica Sill,Mushroom Socket,Cylinder Flask,Clear Serum,Crimson Melt,Orange Coil,Gold Lid
3263,Lamp #3263,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3263.gif,Velvet Sill,Rocket Socket,Teardrop Flask,Amber Serum,Gold Melt,Orange Coil,Gold Lid
3264,Lamp #3264,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3264.gif,Night Sill,Cube Socket,Cylinder Flask,Amber Serum,Gold Melt,White-Hot Coil,Gold Lid
3265,Lamp #3265,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3265.gif,Wood Sill,Cone Socket,Cylinder Flask,Green Serum,White Melt,Dim Coil,No Lid
3266,Lamp #3266,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3266.gif,Formica Sill,Saucer Socket,Bulb Flask,Amber Serum,Gold Melt,Dim Coil,Chrome Lid
3267,Lamp #3267,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3267.gif,Velvet Sill,Saucer Socket,Cylinder Flask,Green Serum,Crimson Melt,Orange Coil,Gold Lid
3268,Lamp #3268,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3268.gif,Velvet Sill,Ceramic Socket,Teardrop Flask,Amber Serum,Magenta Melt,Orange Coil,No Lid
3269,Lamp #3269,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,3269.gif,Formica Sill,Ceramic Socket,Teardrop Flask,Amber Serum,Gold Melt,White-Hot Coil,Painted Lid
