tokenID,name,description,file_name,attributes[Night],attributes[Sheet],attributes[Mug],attributes[Hat],attributes[Wrap],attributes[Charm]
1879,Shook'um #1879,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1879.gif,Dusk,Classic,Angry,None,None,None
1880,Shook'um #1880,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1880.gif,Midnight,Classic,Spooked,Wizard,None,None
1881,Shook'um #1881,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1881.gif,Parchment,Blush,Spooked,Pumpkin,Bowtie,None
1882,Shook'um #1882,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1882.gif,Fog,Classic,Normal,Witch,Scarf,Candy
1883,Shook'um #1883,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1883.gif,Blush,Void,Sleepy,None,Bowtie,Bat
1884,Shook'um #1884,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1884.gif,Dusk,Classic,Spooked,None,Bowtie,Pumpkin
1885,Shook'um #1885,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1885.gif,Blush,Blush,Wink,Cat Ears,Pearls,None
1886,Shook'um #1886,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1886.gif,Blush,Classic,Normal,Crown,Pearls,Candy Corn
1887,Shook'um #1887,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1887.gif,Blush,Classic,Spooked,Witch,Chain,None
1888,Shook'um #1888,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1888.gif,Fog,Void,Normal,Pumpkin,Pearls,None
1889,Shook'um #1889,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1889.gif,Midnight,Classic,Spooked,Pumpkin,Pearls,Pumpkin
1890,Shook'um #1890,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1890.gif,Blush,Classic,Sparkly,None,Chain,Potion
1891,Shook'um #1891,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1891.gif,Parchment,Classic,Sleepy,Halo,None,Bat
1892,Shook'um #1892,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1892.gif,Pumpkin,Blush,Normal,Bow,Collar,Candy
1893,Shook'um #1893,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1893.gif,Parchment,Classic,Spooked,Bow,Cape,Bat
1894,Shook'um #1894,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1894.gif,Midnight,Blush,Sleepy,Witch,None,Pumpkin
1895,Shook'um #1895,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1895.gif,Blush,Classic,Angry,Pumpkin,Chain,Candy Corn
1896,Shook'um #1896,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1896.gif,Graveyard,Classic,Normal,Halo,None,Pumpkin
1897,Shook'um #1897,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1897.gif,Pumpkin,Blush,Normal,Cat Ears,None,Candy
1898,Shook'um #1898,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1898.gif,Midnight,Blush,Sparkly,Party,Chain,Broom
1899,Shook'um #1899,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1899.gif,Midnight,Blush,Sad,Halo,Chain,Candy
1900,Shook'um #1900,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1900.gif,Candy,Classic,Angry,Flower,Pearls,Broom
1901,Shook'um #1901,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1901.gif,Parchment,Blush,Sleepy,None,Scarf,Candy
1902,Shook'um #1902,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1902.gif,Blush,Void,Spooked,Pumpkin,Scarf,None
1903,Shook'um #1903,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1903.gif,Fog,Blush,Normal,None,Cape,None
1904,Shook'um #1904,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1904.gif,Fog,Blush,Spooked,Wizard,None,Candy
1905,Shook'um #1905,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1905.gif,Blood Moon,Classic,Wink,None,Chain,Candy
1906,Shook'um #1906,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1906.gif,Fog,Classic,Wink,Witch,Cape,None
1907,Shook'um #1907,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1907.gif,Parchment,Classic,Angry,None,Chain,Candy
1908,Shook'um #1908,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1908.gif,Fog,Classic,Spooked,None,Chain,Pumpkin
1909,Shook'um #1909,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1909.gif,Graveyard,Classic,Sparkly,Pumpkin,None,None
1910,Shook'um #1910,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1910.gif,Graveyard,Blush,Blep,Halo,None,None
1911,Shook'um #1911,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1911.gif,Graveyard,Classic,Angry,Halo,None,None
1912,Shook'um #1912,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1912.gif,Midnight,Blush,Normal,None,Scarf,Candy Corn
1913,Shook'um #1913,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1913.gif,Blood Moon,Void,Spooked,Pumpkin,None,Bat
1914,Shook'um #1914,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1914.gif,Blush,Blush,Sparkly,Pumpkin,None,Candy
1915,Shook'um #1915,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1915.gif,Graveyard,Blush,Sleepy,None,None,Bat
1916,Shook'um #1916,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1916.gif,Candy,Blush,Normal,Party,None,Bat
1917,Shook'um #1917,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1917.gif,Midnight,Classic,Blep,None,Scarf,Candy Corn
1918,Shook'um #1918,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1918.gif,Blush,Classic,Sparkly,None,Bowtie,Pumpkin
1919,Shook'um #1919,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1919.gif,Candy,Void,Normal,Cat Ears,None,None
1920,Shook'um #1920,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1920.gif,Midnight,Classic,Spooked,None,Collar,Broom
1921,Shook'um #1921,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1921.gif,Graveyard,Classic,Sparkly,Party,None,Candy Corn
1922,Shook'um #1922,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1922.gif,Dusk,Classic,Wink,Party,None,None
1923,Shook'um #1923,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1923.gif,Blood Moon,Classic,Normal,Halo,Pearls,None
1924,Shook'um #1924,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1924.gif,Candy,Blush,Spooked,Cat Ears,None,Potion
1925,Shook'um #1925,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1925.gif,Fog,Void,Sleepy,Witch,Scarf,None
1926,Shook'um #1926,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1926.gif,Midnight,Void,Sleepy,Cat Ears,None,None
1927,Shook'um #1927,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1927.gif,Fog,Void,Normal,Witch,Collar,Candy
1928,Shook'um #1928,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1928.gif,Midnight,Blush,Normal,Halo,Chain,Pumpkin
1929,Shook'um #1929,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1929.gif,Candy,Void,Spooked,Witch,None,Pumpkin
1930,Shook'um #1930,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1930.gif,Graveyard,Classic,Spooked,Witch,Pearls,Potion
1931,Shook'um #1931,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1931.gif,Dusk,Classic,Sad,None,Bowtie,Pumpkin
1932,Shook'um #1932,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1932.gif,Pumpkin,Blush,Sleepy,Flower,Pearls,Pumpkin
1933,Shook'um #1933,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1933.gif,Candy,Classic,Spooked,Bow,Bowtie,Candy
1934,Shook'um #1934,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1934.gif,Midnight,Classic,Sparkly,Halo,Collar,Potion
1935,Shook'um #1935,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1935.gif,Fog,Blush,Normal,None,Scarf,None
1936,Shook'um #1936,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1936.gif,Candy,Classic,Spooked,Party,Pearls,Potion
1937,Shook'um #1937,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1937.gif,Graveyard,Classic,Sleepy,Pumpkin,Pearls,Broom
1938,Shook'um #1938,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1938.gif,Blood Moon,Classic,Sleepy,None,Chain,Pumpkin
1939,Shook'um #1939,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1939.gif,Parchment,Classic,Sparkly,Party,Pearls,Moon
1940,Shook'um #1940,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1940.gif,Blush,Classic,Spooked,None,Collar,Broom
1941,Shook'um #1941,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1941.gif,Candy,Classic,Sleepy,Cat Ears,Chain,Pumpkin
1942,Shook'um #1942,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1942.gif,Blood Moon,Classic,Spooked,Witch,None,Pumpkin
1943,Shook'um #1943,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1943.gif,Candy,Classic,Sparkly,Halo,Chain,Candy
1944,Shook'um #1944,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1944.gif,Pumpkin,Classic,Spooked,Bow,None,None
1945,Shook'um #1945,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1945.gif,Blush,Classic,Spooked,Pumpkin,None,None
1946,Shook'um #1946,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1946.gif,Pumpkin,Blush,Normal,Halo,Scarf,Pumpkin
1947,Shook'um #1947,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1947.gif,Pumpkin,Blush,Sleepy,Flower,None,None
1948,Shook'um #1948,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1948.gif,Candy,Classic,Heart,Party,None,Candy
1949,Shook'um #1949,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1949.gif,Midnight,Classic,Wink,Witch,None,Candy Corn
1950,Shook'um #1950,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1950.gif,Dusk,Void,Wink,Pumpkin,Pearls,Bat
1951,Shook'um #1951,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1951.gif,Parchment,Classic,Normal,Witch,Pearls,Broom
1952,Shook'um #1952,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1952.gif,Graveyard,Blush,Blep,None,None,Candy
1953,Shook'um #1953,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1953.gif,Void,Blush,Heart,Halo,Chain,None
1954,Shook'um #1954,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1954.gif,Candy,Void,Angry,Pumpkin,Bowtie,Candy Corn
1955,Shook'um #1955,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1955.gif,Midnight,Classic,Spooked,Bow,Cape,Pumpkin
1956,Shook'um #1956,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1956.gif,Fog,Void,Sad,Flower,Chain,Pumpkin
1957,Shook'um #1957,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1957.gif,Midnight,Blush,Sad,None,Pearls,None
1958,Shook'um #1958,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1958.gif,Parchment,Classic,Normal,Pumpkin,None,Potion
1959,Shook'um #1959,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1959.gif,Pumpkin,Blush,Sleepy,Witch,None,Candy
1960,Shook'um #1960,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1960.gif,Pumpkin,Void,Wink,Halo,Pearls,Moon
1961,Shook'um #1961,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1961.gif,Blush,Blush,Sad,Cat Ears,Bowtie,Bat
1962,Shook'um #1962,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1962.gif,Candy,Classic,Wink,Party,None,None
1963,Shook'um #1963,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1963.gif,Fog,Classic,Blep,Pumpkin,Scarf,Pumpkin
1964,Shook'um #1964,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1964.gif,Dusk,Blush,Sad,None,Chain,None
1965,Shook'um #1965,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1965.gif,Graveyard,Void,Sleepy,None,None,Bat
1966,Shook'um #1966,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1966.gif,Dusk,Blush,Wink,None,None,Candy
1967,Shook'um #1967,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1967.gif,Graveyard,Classic,Sad,Pumpkin,Bowtie,Bat
1968,Shook'um #1968,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1968.gif,Parchment,Classic,Sparkly,Pumpkin,Chain,Moon
1969,Shook'um #1969,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1969.gif,Blood Moon,Classic,Sparkly,Witch,Chain,Candy
1970,Shook'um #1970,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1970.gif,Blood Moon,Blush,Blep,Pumpkin,Scarf,Pumpkin
1971,Shook'um #1971,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1971.gif,Candy,Classic,Normal,Witch,Collar,Potion
1972,Shook'um #1972,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1972.gif,Pumpkin,Classic,Spooked,None,Bowtie,Pumpkin
1973,Shook'um #1973,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1973.gif,Midnight,Classic,Starry,Bow,Scarf,Moon
1974,Shook'um #1974,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1974.gif,Fog,Classic,Spooked,Pumpkin,Scarf,Bat
1975,Shook'um #1975,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1975.gif,Parchment,Void,Starry,Flower,None,Broom
1976,Shook'um #1976,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1976.gif,Parchment,Blush,Normal,Witch,Scarf,Broom
1977,Shook'um #1977,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1977.gif,Midnight,Blush,Blep,Halo,Scarf,Pumpkin
1978,Shook'um #1978,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1978.gif,Blush,Classic,Normal,None,None,None
1979,Shook'um #1979,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1979.gif,Candy,Classic,Blep,Crown,Bowtie,None
1980,Shook'um #1980,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1980.gif,Fog,Classic,Normal,Party,None,Candy Corn
1981,Shook'um #1981,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1981.gif,Void,Blush,Normal,None,None,Potion
1982,Shook'um #1982,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,1982.gif,Graveyard,Void,Normal,Bow,Scarf,None
