tokenID,name,description,file_name,attributes[Venue],attributes[Note],attributes[Expression],attributes[Topper],attributes[Cable],attributes[Riff]
1191,Groovy #1191,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1191.gif,Lava Lamp,Quarter,Shout,None,Mic,Stars
1192,Groovy #1192,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1192.gif,Lava Lamp,Eighth,Cool,Shades,Mic,Treble
1193,Groovy #1193,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1193.gif,Lava Lamp,Quarter,Groove,None,None,Treble
1194,Groovy #1194,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1194.gif,Disco Floor,Whole,Groove,Halo,Cans,None
1195,Groovy #1195,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1195.gif,Sunset Strip,Whole,Shout,Shades,None,None
1196,Groovy #1196,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1196.gif,Sunset Strip,Beamed,Starry,Shades,Mic,Treble
1197,Groovy #1197,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1197.gif,Disco Floor,Beamed,Shout,Afro,Mic,None
1198,Groovy #1198,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1198.gif,Sunset Strip,Quarter,Wink,Afro,None,Vinyl
1199,Groovy #1199,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1199.gif,Chrome Wash,Beamed,Wink,Shades,Gold Chain,Vinyl
1200,Groovy #1200,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1200.gif,Sunset Strip,Beamed,Cool,Afro,None,Vinyl
1201,Groovy #1201,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1201.gif,Lava Lamp,Whole,Wink,None,Cans,Treble
1202,Groovy #1202,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1202.gif,Chrome Wash,Whole,Wink,Halo,None,Treble
1203,Groovy #1203,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1203.gif,Disco Floor,Eighth,Shout,Shades,Gold Chain,Bolt
1204,Groovy #1204,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1204.gif,Lava Lamp,Beamed,Cool,None,Cans,Vinyl
1205,Groovy #1205,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1205.gif,Chrome Wash,Whole,Groove,None,Cans,Stars
1206,Groovy #1206,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1206.gif,Velvet Night,Beamed,Shout,Shades,Mic,Treble
1207,Groovy #1207,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1207.gif,Sunset Strip,Beamed,Wink,None,Cans,Treble
1208,Groovy #1208,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1208.gif,Sunset Strip,Quarter,Groove,Beanie,Cans,Treble
1209,Groovy #1209,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1209.gif,Chrome Wash,Eighth,Shout,Shades,Gold Chain,Treble
1210,Groovy #1210,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1210.gif,Disco Floor,Quarter,Shout,Halo,Cans,Stars
1211,Groovy #1211,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1211.gif,Velvet Night,Eighth,Wink,None,Mic,Treble
1212,Groovy #1212,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1212.gif,Lava Lamp,Whole,Wink,None,Mic,None
1213,Groovy #1213,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1213.gif,Disco Floor,Beamed,Cool,Beanie,None,Bolt
1214,Groovy #1214,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1214.gif,Chrome Wash,Whole,Shout,Beanie,None,None
1215,Groovy #1215,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1215.gif,Lava Lamp,Eighth,Cool,None,Mic,Treble
1216,Groovy #1216,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1216.gif,Disco Floor,Beamed,Groove,Halo,None,Bolt
1217,Groovy #1217,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1217.gif,Disco Floor,Quarter,Wink,None,None,None
1218,Groovy #1218,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1218.gif,Lava Lamp,Beamed,Starry,None,Mic,None
1219,Groovy #1219,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1219.gif,Disco Floor,Eighth,Groove,None,Gold Chain,Stars
1220,Groovy #1220,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1220.gif,Velvet Night,Whole,Shout,Shades,Gold Chain,Treble
1221,Groovy #1221,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1221.gif,Velvet Night,Eighth,Groove,Beanie,None,Vinyl
1222,Groovy #1222,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1222.gif,Velvet Night,Whole,Groove,None,None,Bolt
1223,Groovy #1223,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1223.gif,Lava Lamp,Whole,Starry,Afro,Cans,Vinyl
1224,Groovy #1224,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1224.gif,Velvet Night,Whole,Shout,None,Cans,Treble
1225,Groovy #1225,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1225.gif,Velvet Night,Whole,Wink,Afro,None,Treble
1226,Groovy #1226,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1226.gif,Chrome Wash,Whole,Wink,Beanie,Cans,None
1227,Groovy #1227,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1227.gif,Sunset Strip,Quarter,Wink,Halo,Gold Chain,Bolt
1228,Groovy #1228,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1228.gif,Disco Floor,Beamed,Starry,Afro,None,None
1229,Groovy #1229,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1229.gif,Disco Floor,Eighth,Cool,None,Gold Chain,None
1230,Groovy #1230,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1230.gif,Velvet Night,Quarter,Groove,Shades,None,Vinyl
1231,Groovy #1231,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1231.gif,Velvet Night,Whole,Wink,None,Cans,None
1232,Groovy #1232,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1232.gif,Disco Floor,Quarter,Starry,None,Cans,Treble
1233,Groovy #1233,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1233.gif,Blacklight,Beamed,Shout,Shades,None,Vinyl
1234,Groovy #1234,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1234.gif,Lava Lamp,Beamed,Shout,Afro,None,Vinyl
1235,Groovy #1235,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1235.gif,Velvet Night,Quarter,Cool,Beanie,None,Vinyl
1236,Groovy #1236,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1236.gif,Velvet Night,Eighth,Starry,Halo,None,Treble
1237,Groovy #1237,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1237.gif,Velvet Night,Quarter,Groove,Shades,Cans,Bolt
1238,Groovy #1238,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1238.gif,Disco Floor,Quarter,Cool,None,None,Bolt
1239,Groovy #1239,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1239.gif,Blacklight,Whole,Shout,Shades,None,Bolt
1240,Groovy #1240,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1240.gif,Disco Floor,Beamed,Groove,Beanie,Mic,Stars
1241,Groovy #1241,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1241.gif,Lava Lamp,Eighth,Cool,Afro,Mic,Stars
1242,Groovy #1242,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1242.gif,Disco Floor,Whole,Groove,Shades,None,None
1243,Groovy #1243,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1243.gif,Disco Floor,Quarter,Cool,None,None,Treble
1244,Groovy #1244,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1244.gif,Velvet Night,Beamed,Groove,Shades,None,None
1245,Groovy #1245,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1245.gif,Sunset Strip,Beamed,Starry,Shades,Cans,Bolt
1246,Groovy #1246,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1246.gif,Chrome Wash,Eighth,Cool,Shades,Mic,Vinyl
1247,Groovy #1247,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1247.gif,Disco Floor,Eighth,Shout,Halo,Cans,Stars
1248,Groovy #1248,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1248.gif,Blacklight,Whole,Shout,None,None,Stars
1249,Groovy #1249,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1249.gif,Velvet Night,Whole,Shout,Afro,Cans,Vinyl
1250,Groovy #1250,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1250.gif,Sunset Strip,Eighth,Shout,Beanie,None,Vinyl
1251,Groovy #1251,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1251.gif,Sunset Strip,Quarter,Cool,Afro,Gold Chain,Vinyl
1252,Groovy #1252,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1252.gif,Lava Lamp,Eighth,Cool,Afro,Gold Chain,Treble
1253,Groovy #1253,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1253.gif,Sunset Strip,Beamed,Groove,Shades,Mic,Stars
1254,Groovy #1254,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1254.gif,Velvet Night,Quarter,Groove,Beanie,Gold Chain,Vinyl
1255,Groovy #1255,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1255.gif,Blacklight,Beamed,Starry,Beanie,Gold Chain,None
1256,Groovy #1256,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1256.gif,Chrome Wash,Quarter,Shout,Shades,Gold Chain,Stars
1257,Groovy #1257,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1257.gif,Sunset Strip,Quarter,Wink,None,None,None
1258,Groovy #1258,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1258.gif,Blacklight,Quarter,Starry,Halo,None,Vinyl
1259,Groovy #1259,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1259.gif,Lava Lamp,Whole,Shout,Afro,Cans,Stars
1260,Groovy #1260,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1260.gif,Blacklight,Whole,Wink,Shades,None,Vinyl
1261,Groovy #1261,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1261.gif,Lava Lamp,Quarter,Cool,None,Gold Chain,Treble
1262,Groovy #1262,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1262.gif,Blacklight,Eighth,Wink,None,Gold Chain,None
1263,Groovy #1263,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1263.gif,Blacklight,Whole,Groove,Beanie,Gold Chain,Vinyl
1264,Groovy #1264,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1264.gif,Blacklight,Eighth,Shout,None,None,Bolt
1265,Groovy #1265,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1265.gif,Sunset Strip,Quarter,Cool,Beanie,None,Bolt
1266,Groovy #1266,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1266.gif,Sunset Strip,Beamed,Groove,Halo,Cans,Vinyl
1267,Groovy #1267,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1267.gif,Sunset Strip,Beamed,Wink,Afro,Mic,Treble
1268,Groovy #1268,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1268.gif,Lava Lamp,Quarter,Shout,Shades,Cans,Treble
1269,Groovy #1269,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1269.gif,Lava Lamp,Whole,Groove,None,Gold Chain,Stars
1270,Groovy #1270,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1270.gif,Blacklight,Quarter,Cool,Halo,Gold Chain,Vinyl
1271,Groovy #1271,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1271.gif,Disco Floor,Whole,Cool,None,Cans,Vinyl
1272,Groovy #1272,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1272.gif,Blacklight,Quarter,Starry,Beanie,Cans,None
1273,Groovy #1273,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1273.gif,Chrome Wash,Quarter,Starry,Shades,Gold Chain,None
1274,Groovy #1274,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1274.gif,Velvet Night,Beamed,Starry,Afro,None,None
1275,Groovy #1275,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1275.gif,Chrome Wash,Eighth,Groove,Halo,None,None
1276,Groovy #1276,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1276.gif,Disco Floor,Whole,Groove,Shades,None,Treble
1277,Groovy #1277,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1277.gif,Chrome Wash,Quarter,Groove,Shades,None,Stars
1278,Groovy #1278,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1278.gif,Blacklight,Quarter,Shout,Beanie,Gold Chain,Treble
1279,Groovy #1279,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1279.gif,Blacklight,Beamed,Groove,None,None,Vinyl
1280,Groovy #1280,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1280.gif,Sunset Strip,Beamed,Shout,Shades,None,Treble
1281,Groovy #1281,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1281.gif,Lava Lamp,Quarter,Groove,Shades,Mic,Vinyl
1282,Groovy #1282,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1282.gif,Chrome Wash,Eighth,Cool,Shades,Mic,None
1283,Groovy #1283,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1283.gif,Velvet Night,Eighth,Shout,Afro,Mic,Treble
1284,Groovy #1284,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1284.gif,Sunset Strip,Eighth,Shout,Afro,Gold Chain,Bolt
1285,Groovy #1285,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1285.gif,Blacklight,Eighth,Cool,None,None,Vinyl
1286,Groovy #1286,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,1286.gif,Disco Floor,Whole,Cool,Shades,None,Treble
