tokenID,name,description,file_name,attributes[Pulp],attributes[Fleck],attributes[Fold],attributes[Score],attributes[Facet],attributes[Seal],attributes[Draft]
2763,Fold #2763,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2763.gif,Ink Washi,Speckle,Beetle,Radial Score,Wing Wash,Hanko,Gust
2764,Fold #2764,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2764.gif,Ink Washi,Gold Dust,Boat,No Score,Body Wash,Tassel,Gust
2765,Fold #2765,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2765.gif,Vermilion Washi,Plain Sheet,Crane,Mountain Fold,Gore Wash,Mizuhiki Loop,Flutter
2766,Fold #2766,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2766.gif,Gold Washi,Gold Dust,Frog,Crease Diagram,Bare Facet,No Seal,Loose Scrap
2767,Fold #2767,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2767.gif,Ink Washi,Cloud Wash,Kite,Valley Fold,Bare Facet,No Seal,Loose Scrap
2768,Fold #2768,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2768.gif,Ink Washi,Gold Dust,Kite,No Score,Bare Facet,Twin Cord,Loose Scrap
2769,Fold #2769,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2769.gif,Cream Washi,Kozo Fiber,Hare,Radial Score,Bare Facet,Hanko,Still Air
2770,Fold #2770,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2770.gif,Gold Washi,Plain Sheet,Beetle,No Score,Gore Wash,No Seal,Gust
2771,Fold #2771,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2771.gif,Cream Washi,Plain Sheet,Beetle,Grid Score,Tip Wash,Mizuhiki Loop,Flutter
2772,Fold #2772,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2772.gif,Peach Washi,Plain Sheet,Boat,Valley Fold,Band Wash,No Seal,Gust
2773,Fold #2773,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2773.gif,Frost Washi,Speckle,Boat,Valley Fold,Body Wash,Mizuhiki Loop,Loose Scrap
2774,Fold #2774,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2774.gif,Vermilion Washi,Plain Sheet,Crane,Valley Fold,Gore Wash,Mizuhiki Loop,Flutter
2775,Fold #2775,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2775.gif,Cream Washi,Plain Sheet,Beetle,Mountain Fold,Wing Wash,Tassel,Flutter
2776,Fold #2776,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2776.gif,Gold Washi,Laid Stripe,Beetle,Grid Score,Bare Facet,No Seal,Loose Scrap
2777,Fold #2777,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2777.gif,Frost Washi,Kozo Fiber,Frog,Grid Score,Band Wash,No Seal,Still Air
2778,Fold #2778,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2778.gif,Frost Washi,Plain Sheet,Kite,No Score,Bare Facet,No Seal,Corner Lift
2779,Fold #2779,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2779.gif,Ink Washi,Cloud Wash,Fan,Mountain Fold,Band Wash,Twin Cord,Corner Lift
2780,Fold #2780,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2780.gif,Peach Washi,Cloud Wash,Lotus,Grid Score,Bare Facet,Tassel,Corner Lift
2781,Fold #2781,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2781.gif,Frost Washi,Speckle,Lotus,Valley Fold,Bare Facet,No Seal,Corner Lift
2782,Fold #2782,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2782.gif,Gold Washi,Laid Stripe,Crane,No Score,Tip Wash,Hanko,Corner Lift
2783,Fold #2783,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2783.gif,Indigo Washi,Speckle,Beetle,Grid Score,Body Wash,No Seal,Corner Lift
2784,Fold #2784,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2784.gif,Indigo Washi,Cloud Wash,Crane,Crease Diagram,Body Wash,Hanko,Gust
2785,Fold #2785,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2785.gif,Vermilion Washi,Kozo Fiber,Frog,Radial Score,Bare Facet,No Seal,Corner Lift
2786,Fold #2786,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2786.gif,Gold Washi,Speckle,Kite,Mountain Fold,Bare Facet,Tassel,Corner Lift
2787,Fold #2787,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2787.gif,Moss Washi,Laid Stripe,Lotus,Crease Diagram,Tip Wash,Hanko,Loose Scrap
2788,Fold #2788,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2788.gif,Indigo Washi,Laid Stripe,Beetle,Crease Diagram,Bare Facet,Hanko,Gust
2789,Fold #2789,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2789.gif,Ink Washi,Kozo Fiber,Beetle,Grid Score,Wing Wash,No Seal,Gust
2790,Fold #2790,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2790.gif,Frost Washi,Gold Dust,Lotus,Valley Fold,Wing Wash,Tassel,Gust
2791,Fold #2791,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2791.gif,Indigo Washi,Speckle,Beetle,Grid Score,Body Wash,No Seal,Flutter
2792,Fold #2792,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2792.gif,Peach Washi,Laid Stripe,Fan,No Score,Tip Wash,Tassel,Loose Scrap
2793,Fold #2793,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2793.gif,Peach Washi,Plain Sheet,Boat,Valley Fold,Gore Wash,Twin Cord,Loose Scrap
2794,Fold #2794,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2794.gif,Frost Washi,Plain Sheet,Fan,No Score,Band Wash,Mizuhiki Loop,Loose Scrap
2795,Fold #2795,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2795.gif,Frost Washi,Laid Stripe,Crane,Radial Score,Wing Wash,Twin Cord,Loose Scrap
2796,Fold #2796,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2796.gif,Ink Washi,Plain Sheet,Crane,Valley Fold,Band Wash,Mizuhiki Loop,Loose Scrap
2797,Fold #2797,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2797.gif,Vermilion Washi,Speckle,Lotus,Mountain Fold,Bare Facet,No Seal,Gust
2798,Fold #2798,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2798.gif,Peach Washi,Kozo Fiber,Hare,No Score,Wing Wash,Hanko,Gust
2799,Fold #2799,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2799.gif,Vermilion Washi,Plain Sheet,Beetle,Crease Diagram,Tip Wash,No Seal,Loose Scrap
2800,Fold #2800,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2800.gif,Indigo Washi,Plain Sheet,Beetle,Mountain Fold,Wing Wash,Mizuhiki Loop,Gust
2801,Fold #2801,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2801.gif,Moss Washi,Speckle,Crane,Crease Diagram,Wing Wash,Mizuhiki Loop,Flutter
2802,Fold #2802,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2802.gif,Gold Washi,Speckle,Hare,Mountain Fold,Bare Facet,Mizuhiki Loop,Gust
2803,Fold #2803,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2803.gif,Frost Washi,Gold Dust,Kite,Mountain Fold,Band Wash,Hanko,Corner Lift
2804,Fold #2804,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2804.gif,Vermilion Washi,Plain Sheet,Crane,Valley Fold,Band Wash,Twin Cord,Flutter
2805,Fold #2805,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2805.gif,Frost Washi,Kozo Fiber,Kite,Grid Score,Gore Wash,Hanko,Still Air
2806,Fold #2806,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2806.gif,Gold Washi,Laid Stripe,Fan,Radial Score,Body Wash,Tassel,Still Air
2807,Fold #2807,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2807.gif,Peach Washi,Laid Stripe,Boat,No Score,Wing Wash,No Seal,Still Air
2808,Fold #2808,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2808.gif,Ink Washi,Plain Sheet,Frog,Grid Score,Bare Facet,Mizuhiki Loop,Flutter
2809,Fold #2809,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2809.gif,Gold Washi,Laid Stripe,Beetle,Radial Score,Bare Facet,No Seal,Corner Lift
2810,Fold #2810,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2810.gif,Moss Washi,Kozo Fiber,Frog,No Score,Band Wash,Hanko,Loose Scrap
2811,Fold #2811,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2811.gif,Moss Washi,Laid Stripe,Lotus,No Score,Bare Facet,Mizuhiki Loop,Flutter
2812,Fold #2812,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2812.gif,Peach Washi,Gold Dust,Hare,Mountain Fold,Tip Wash,Hanko,Flutter
2813,Fold #2813,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2813.gif,Moss Washi,Speckle,Fan,Crease Diagram,Body Wash,Hanko,Corner Lift
2814,Fold #2814,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2814.gif,Gold Washi,Laid Stripe,Beetle,Crease Diagram,Wing Wash,No Seal,Still Air
2815,Fold #2815,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2815.gif,Cream Washi,Speckle,Hare,Mountain Fold,Wing Wash,Mizuhiki Loop,Flutter
2816,Fold #2816,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2816.gif,Cream Washi,Cloud Wash,Beetle,Valley Fold,Tip Wash,Mizuhiki Loop,Gust
2817,Fold #2817,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2817.gif,Moss Washi,Gold Dust,Crane,No Score,Band Wash,No Seal,Still Air
2818,Fold #2818,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2818.gif,Frost Washi,Kozo Fiber,Crane,Mountain Fold,Bare Facet,Hanko,Loose Scrap
2819,Fold #2819,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2819.gif,Frost Washi,Kozo Fiber,Frog,Mountain Fold,Bare Facet,Tassel,Loose Scrap
2820,Fold #2820,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2820.gif,Peach Washi,Speckle,Boat,No Score,Body Wash,No Seal,Flutter
2821,Fold #2821,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2821.gif,Frost Washi,Kozo Fiber,Fan,Grid Score,Body Wash,Hanko,Gust
2822,Fold #2822,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2822.gif,Peach Washi,Gold Dust,Beetle,Valley Fold,Band Wash,Hanko,Corner Lift
2823,Fold #2823,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2823.gif,Indigo Washi,Cloud Wash,Fan,Crease Diagram,Gore Wash,No Seal,Corner Lift
2824,Fold #2824,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2824.gif,Cream Washi,Plain Sheet,Beetle,No Score,Wing Wash,Mizuhiki Loop,Gust
2825,Fold #2825,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2825.gif,Peach Washi,Laid Stripe,Crane,Grid Score,Bare Facet,Mizuhiki Loop,Flutter
2826,Fold #2826,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2826.gif,Moss Washi,Kozo Fiber,Hare,Mountain Fold,Tip Wash,No Seal,Still Air
2827,Fold #2827,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2827.gif,Cream Washi,Plain Sheet,Beetle,No Score,Band Wash,Tassel,Loose Scrap
2828,Fold #2828,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2828.gif,Vermilion Washi,Gold Dust,Frog,No Score,Gore Wash,Twin Cord,Corner Lift
2829,Fold #2829,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2829.gif,Ink Washi,Speckle,Frog,Valley Fold,Bare Facet,Hanko,Gust
2830,Fold #2830,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2830.gif,Peach Washi,Plain Sheet,Crane,Radial Score,Tip Wash,Tassel,Corner Lift
2831,Fold #2831,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2831.gif,Ink Washi,Gold Dust,Hare,Grid Score,Wing Wash,Hanko,Corner Lift
2832,Fold #2832,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2832.gif,Cream Washi,Cloud Wash,Beetle,Radial Score,Gore Wash,No Seal,Loose Scrap
2833,Fold #2833,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2833.gif,Cream Washi,Cloud Wash,Lotus,Mountain Fold,Wing Wash,Hanko,Corner Lift
2834,Fold #2834,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2834.gif,Vermilion Washi,Gold Dust,Hare,No Score,Bare Facet,No Seal,Still Air
2835,Fold #2835,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2835.gif,Peach Washi,Plain Sheet,Boat,Valley Fold,Bare Facet,No Seal,Gust
2836,Fold #2836,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2836.gif,Indigo Washi,Laid Stripe,Hare,Radial Score,Wing Wash,Hanko,Gust
2837,Fold #2837,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2837.gif,Peach Washi,Gold Dust,Frog,Radial Score,Tip Wash,Hanko,Still Air
2838,Fold #2838,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2838.gif,Indigo Washi,Plain Sheet,Frog,Crease Diagram,Body Wash,Twin Cord,Flutter
2839,Fold #2839,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2839.gif,Vermilion Washi,Plain Sheet,Frog,Grid Score,Band Wash,No Seal,Loose Scrap
2840,Fold #2840,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2840.gif,Peach Washi,Plain Sheet,Kite,Grid Score,Wing Wash,Hanko,Loose Scrap
2841,Fold #2841,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2841.gif,Indigo Washi,Plain Sheet,Lotus,Grid Score,Band Wash,Hanko,Corner Lift
2842,Fold #2842,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2842.gif,Cream Washi,Kozo Fiber,Frog,Valley Fold,Bare Facet,Mizuhiki Loop,Corner Lift
2843,Fold #2843,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2843.gif,Gold Washi,Gold Dust,Frog,No Score,Tip Wash,Hanko,Still Air
2844,Fold #2844,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2844.gif,Moss Washi,Kozo Fiber,Fan,Radial Score,Body Wash,No Seal,Corner Lift
2845,Fold #2845,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2845.gif,Cream Washi,Laid Stripe,Beetle,Radial Score,Wing Wash,No Seal,Still Air
2846,Fold #2846,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2846.gif,Vermilion Washi,Plain Sheet,Kite,Grid Score,Bare Facet,No Seal,Still Air
2847,Fold #2847,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2847.gif,Indigo Washi,Laid Stripe,Crane,Crease Diagram,Bare Facet,Tassel,Still Air
2848,Fold #2848,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2848.gif,Vermilion Washi,Laid Stripe,Kite,Mountain Fold,Tip Wash,Twin Cord,Gust
2849,Fold #2849,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,2849.gif,Gold Washi,Speckle,Frog,Valley Fold,Gore Wash,Hanko,Gust
