tokenID,name,description,file_name,attributes[Cloth],attributes[Ember],attributes[Cast],attributes[Hinge],attributes[Cutwork],attributes[Leaf],attributes[Soot]
902,Shade #902,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,902.gif,Ash Screen,Dawn Glow,Knight,Iron Brad,Vine Lace,Bare Hide,Soot Motes
903,Shade #903,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,903.gif,Indigo Screen,Coal Glow,Knight,Pearl Brad,Solid Hide,Full Leaf,Spark Rise
904,Shade #904,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,904.gif,Smoke Screen,Coal Glow,Clown,Iron Brad,Star Lace,Gold Dust,Soot Motes
905,Shade #905,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,905.gif,Smoke Screen,Oil Lamp,Knight,No Hinge,Dot Lace,Gold Tips,Lamp Haze
906,Shade #906,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,906.gif,Rose Screen,Forge Glow,Bride,Rust Brad,Diamond Lace,Gold Rim,Lamp Haze
907,Shade #907,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,907.gif,Indigo Screen,Hearth Glow,Bird,Pearl Brad,Vine Lace,Gold Tips,Spark Rise
908,Shade #908,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,908.gif,Rose Screen,Hearth Glow,Ogre,Brass Brad,Solid Hide,Gold Dust,Lamp Haze
909,Shade #909,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,909.gif,Smoke Screen,Hearth Glow,Bride,No Hinge,Star Lace,Full Leaf,Clear Air
910,Shade #910,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,910.gif,Smoke Screen,Forge Glow,Bride,Brass Brad,Dot Lace,Gold Rim,Spark Rise
911,Shade #911,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,911.gif,Indigo Screen,Dawn Glow,Harper,No Hinge,Solid Hide,Full Leaf,Clear Air
912,Shade #912,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,912.gif,Ash Screen,Forge Glow,Bride,Brass Brad,Solid Hide,Bare Hide,Spark Rise
913,Shade #913,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,913.gif,Ash Screen,Forge Glow,Clown,No Hinge,Solid Hide,Gold Dust,Spark Rise
914,Shade #914,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,914.gif,Brass Screen,Moon Glow,Bride,No Hinge,Solid Hide,Gold Dust,Spark Rise
915,Shade #915,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,915.gif,Rose Screen,Hearth Glow,Harper,No Hinge,Dot Lace,Bare Hide,Smoke Ribbon
916,Shade #916,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,916.gif,Ash Screen,Oil Lamp,Bride,Iron Brad,Solid Hide,Bare Hide,Soot Motes
917,Shade #917,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,917.gif,Smoke Screen,Coal Glow,Demon,Pearl Brad,Dot Lace,Gold Rim,Spark Rise
918,Shade #918,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,918.gif,Dusk Screen,Hearth Glow,Knight,Brass Brad,Vine Lace,Bare Hide,Clear Air
919,Shade #919,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,919.gif,Dusk Screen,Coal Glow,Sage,Pearl Brad,Star Lace,Bare Hide,Soot Motes
920,Shade #920,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,920.gif,Smoke Screen,Hearth Glow,Ogre,No Hinge,Star Lace,Gold Dust,Soot Motes
921,Shade #921,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,921.gif,Smoke Screen,Forge Glow,Sage,Rust Brad,Solid Hide,Gold Tips,Smoke Ribbon
922,Shade #922,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,922.gif,Smoke Screen,Forge Glow,Bird,Rust Brad,Diamond Lace,Full Leaf,Soot Motes
923,Shade #923,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,923.gif,Brass Screen,Moon Glow,Bride,Brass Brad,Dot Lace,Gold Tips,Smoke Ribbon
924,Shade #924,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,924.gif,Smoke Screen,Dawn Glow,Bird,Iron Brad,Star Lace,Gold Rim,Lamp Haze
925,Shade #925,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,925.gif,Ash Screen,Moon Glow,Demon,No Hinge,Diamond Lace,Gold Tips,Smoke Ribbon
926,Shade #926,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,926.gif,Dusk Screen,Hearth Glow,Demon,No Hinge,Diamond Lace,Full Leaf,Clear Air
927,Shade #927,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,927.gif,Saffron Screen,Moon Glow,Sage,Iron Brad,Diamond Lace,Gold Rim,Spark Rise
928,Shade #928,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,928.gif,Saffron Screen,Coal Glow,Sage,Brass Brad,Solid Hide,Full Leaf,Soot Motes
929,Shade #929,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,929.gif,Saffron Screen,Moon Glow,Sage,Pearl Brad,Dot Lace,Bare Hide,Soot Motes
930,Shade #930,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,930.gif,Saffron Screen,Coal Glow,Knight,Brass Brad,Dot Lace,Bare Hide,Lamp Haze
931,Shade #931,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,931.gif,Ash Screen,Forge Glow,Demon,Iron Brad,Star Lace,Gold Rim,Spark Rise
932,Shade #932,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,932.gif,Smoke Screen,Forge Glow,Harper,Rust Brad,Diamond Lace,Full Leaf,Spark Rise
933,Shade #933,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,933.gif,Rose Screen,Coal Glow,Harper,No Hinge,Diamond Lace,Bare Hide,Spark Rise
934,Shade #934,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,934.gif,Parchment Screen,Forge Glow,Clown,Iron Brad,Dot Lace,Full Leaf,Lamp Haze
935,Shade #935,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,935.gif,Smoke Screen,Moon Glow,Bride,Pearl Brad,Vine Lace,Full Leaf,Lamp Haze
936,Shade #936,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,936.gif,Ash Screen,Forge Glow,Demon,Pearl Brad,Diamond Lace,Gold Dust,Spark Rise
937,Shade #937,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,937.gif,Rose Screen,Coal Glow,Ogre,Rust Brad,Solid Hide,Bare Hide,Clear Air
938,Shade #938,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,938.gif,Indigo Screen,Hearth Glow,Sage,No Hinge,Solid Hide,Bare Hide,Clear Air
939,Shade #939,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,939.gif,Rose Screen,Coal Glow,Knight,No Hinge,Dot Lace,Gold Rim,Soot Motes
940,Shade #940,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,940.gif,Parchment Screen,Dawn Glow,Sage,Brass Brad,Diamond Lace,Full Leaf,Clear Air
941,Shade #941,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,941.gif,Dusk Screen,Coal Glow,Ogre,Pearl Brad,Solid Hide,Bare Hide,Clear Air
942,Shade #942,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,942.gif,Parchment Screen,Coal Glow,Clown,Iron Brad,Star Lace,Bare Hide,Spark Rise
943,Shade #943,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,943.gif,Dusk Screen,Oil Lamp,Clown,Iron Brad,Star Lace,Full Leaf,Lamp Haze
944,Shade #944,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,944.gif,Saffron Screen,Oil Lamp,Harper,Brass Brad,Diamond Lace,Gold Rim,Smoke Ribbon
945,Shade #945,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,945.gif,Dusk Screen,Moon Glow,Ogre,Pearl Brad,Star Lace,Gold Rim,Clear Air
946,Shade #946,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,946.gif,Saffron Screen,Dawn Glow,Clown,Brass Brad,Diamond Lace,Bare Hide,Spark Rise
947,Shade #947,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,947.gif,Smoke Screen,Coal Glow,Ogre,Iron Brad,Vine Lace,Bare Hide,Clear Air
948,Shade #948,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,948.gif,Parchment Screen,Coal Glow,Demon,Brass Brad,Diamond Lace,Full Leaf,Lamp Haze
949,Shade #949,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,949.gif,Parchment Screen,Moon Glow,Demon,Brass Brad,Star Lace,Gold Rim,Spark Rise
950,Shade #950,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,950.gif,Ash Screen,Forge Glow,Bride,Pearl Brad,Solid Hide,Bare Hide,Spark Rise
951,Shade #951,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,951.gif,Brass Screen,Forge Glow,Knight,Pearl Brad,Star Lace,Bare Hide,Lamp Haze
952,Shade #952,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,952.gif,Parchment Screen,Forge Glow,Bride,No Hinge,Star Lace,Gold Tips,Clear Air
953,Shade #953,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,953.gif,Indigo Screen,Oil Lamp,Ogre,No Hinge,Diamond Lace,Gold Tips,Soot Motes
954,Shade #954,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,954.gif,Indigo Screen,Coal Glow,Clown,Pearl Brad,Diamond Lace,Gold Dust,Soot Motes
955,Shade #955,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,955.gif,Indigo Screen,Oil Lamp,Demon,Brass Brad,Dot Lace,Gold Dust,Clear Air
956,Shade #956,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,956.gif,Smoke Screen,Coal Glow,Knight,Rust Brad,Solid Hide,Gold Tips,Soot Motes
957,Shade #957,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,957.gif,Rose Screen,Coal Glow,Sage,Rust Brad,Star Lace,Gold Tips,Lamp Haze
958,Shade #958,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,958.gif,Rose Screen,Hearth Glow,Knight,Rust Brad,Dot Lace,Full Leaf,Smoke Ribbon
959,Shade #959,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,959.gif,Indigo Screen,Dawn Glow,Sage,Brass Brad,Dot Lace,Bare Hide,Soot Motes
960,Shade #960,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,960.gif,Rose Screen,Oil Lamp,Knight,Brass Brad,Solid Hide,Gold Dust,Smoke Ribbon
961,Shade #961,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,961.gif,Smoke Screen,Hearth Glow,Knight,Iron Brad,Star Lace,Bare Hide,Soot Motes
962,Shade #962,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,962.gif,Smoke Screen,Dawn Glow,Ogre,Pearl Brad,Diamond Lace,Gold Dust,Smoke Ribbon
963,Shade #963,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,963.gif,Indigo Screen,Dawn Glow,Sage,Brass Brad,Dot Lace,Bare Hide,Clear Air
964,Shade #964,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,964.gif,Parchment Screen,Dawn Glow,Clown,No Hinge,Dot Lace,Full Leaf,Clear Air
965,Shade #965,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,965.gif,Saffron Screen,Forge Glow,Ogre,Iron Brad,Vine Lace,Full Leaf,Spark Rise
966,Shade #966,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,966.gif,Indigo Screen,Oil Lamp,Bride,Brass Brad,Solid Hide,Full Leaf,Soot Motes
967,Shade #967,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,967.gif,Rose Screen,Forge Glow,Knight,Rust Brad,Diamond Lace,Gold Tips,Lamp Haze
968,Shade #968,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,968.gif,Dusk Screen,Forge Glow,Clown,Pearl Brad,Solid Hide,Full Leaf,Lamp Haze
969,Shade #969,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,969.gif,Rose Screen,Coal Glow,Bride,Iron Brad,Diamond Lace,Gold Rim,Soot Motes
970,Shade #970,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,970.gif,Parchment Screen,Moon Glow,Ogre,Pearl Brad,Solid Hide,Full Leaf,Smoke Ribbon
971,Shade #971,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,971.gif,Parchment Screen,Dawn Glow,Sage,Brass Brad,Dot Lace,Full Leaf,Soot Motes
972,Shade #972,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,972.gif,Parchment Screen,Moon Glow,Bride,Rust Brad,Vine Lace,Full Leaf,Lamp Haze
973,Shade #973,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,973.gif,Brass Screen,Moon Glow,Ogre,Brass Brad,Vine Lace,Bare Hide,Clear Air
974,Shade #974,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,974.gif,Indigo Screen,Coal Glow,Ogre,Rust Brad,Solid Hide,Full Leaf,Clear Air
975,Shade #975,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,975.gif,Smoke Screen,Dawn Glow,Sage,Pearl Brad,Vine Lace,Full Leaf,Spark Rise
976,Shade #976,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,976.gif,Dusk Screen,Oil Lamp,Ogre,Brass Brad,Solid Hide,Gold Tips,Spark Rise
977,Shade #977,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,977.gif,Dusk Screen,Hearth Glow,Bird,Brass Brad,Vine Lace,Bare Hide,Spark Rise
978,Shade #978,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,978.gif,Brass Screen,Forge Glow,Sage,No Hinge,Dot Lace,Full Leaf,Soot Motes
979,Shade #979,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,979.gif,Indigo Screen,Moon Glow,Harper,Brass Brad,Vine Lace,Gold Tips,Soot Motes
980,Shade #980,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,980.gif,Smoke Screen,Forge Glow,Bride,Rust Brad,Vine Lace,Full Leaf,Smoke Ribbon
981,Shade #981,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,981.gif,Dusk Screen,Oil Lamp,Demon,No Hinge,Solid Hide,Full Leaf,Spark Rise
982,Shade #982,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,982.gif,Rose Screen,Forge Glow,Bird,Rust Brad,Vine Lace,Gold Dust,Clear Air
983,Shade #983,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,983.gif,Saffron Screen,Dawn Glow,Ogre,Brass Brad,Dot Lace,Gold Rim,Clear Air
984,Shade #984,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,984.gif,Indigo Screen,Forge Glow,Sage,Rust Brad,Dot Lace,Gold Dust,Smoke Ribbon
985,Shade #985,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,985.gif,Saffron Screen,Hearth Glow,Demon,Rust Brad,Solid Hide,Bare Hide,Clear Air
986,Shade #986,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,986.gif,Ash Screen,Moon Glow,Bride,Pearl Brad,Dot Lace,Bare Hide,Clear Air
987,Shade #987,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,987.gif,Dusk Screen,Oil Lamp,Clown,Pearl Brad,Vine Lace,Full Leaf,Clear Air
988,Shade #988,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,988.gif,Parchment Screen,Dawn Glow,Sage,Rust Brad,Diamond Lace,Gold Rim,Soot Motes
989,Shade #989,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,989.gif,Smoke Screen,Forge Glow,Bird,Iron Brad,Solid Hide,Full Leaf,Lamp Haze
990,Shade #990,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,990.gif,Parchment Screen,Moon Glow,Clown,Brass Brad,Diamond Lace,Gold Tips,Clear Air
991,Shade #991,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,991.gif,Brass Screen,Forge Glow,Sage,Brass Brad,Star Lace,Gold Tips,Lamp Haze
992,Shade #992,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,992.gif,Saffron Screen,Forge Glow,Demon,Rust Brad,Star Lace,Bare Hide,Clear Air
993,Shade #993,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,993.gif,Saffron Screen,Forge Glow,Knight,Pearl Brad,Star Lace,Full Leaf,Clear Air
994,Shade #994,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,994.gif,Brass Screen,Oil Lamp,Knight,Rust Brad,Vine Lace,Gold Dust,Spark Rise
995,Shade #995,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,995.gif,Parchment Screen,Moon Glow,Clown,Brass Brad,Vine Lace,Gold Rim,Clear Air
996,Shade #996,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,996.gif,Ash Screen,Dawn Glow,Demon,Iron Brad,Diamond Lace,Full Leaf,Spark Rise
997,Shade #997,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,997.gif,Indigo Screen,Hearth Glow,Harper,No Hinge,Star Lace,Gold Rim,Smoke Ribbon
998,Shade #998,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,998.gif,Parchment Screen,Oil Lamp,Ogre,Pearl Brad,Diamond Lace,Gold Rim,Spark Rise
