tokenID,name,description,file_name,attributes[Field],attributes[Pelt],attributes[Mug],attributes[Hat],attributes[Wrap],attributes[Charm]
1899,Foxin #1899,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1899.gif,Snow,Dusk,Sparkly,None,Bandana,Acorn
1900,Foxin #1900,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1900.gif,Dusk,Maple,Normal,Leaf,Bell,Acorn
1901,Foxin #1901,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1901.gif,Peach,Maple,Normal,Cap,Scarf,None
1902,Foxin #1902,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1902.gif,Snow,Dusk,Heart,None,Bell,None
1903,Foxin #1903,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1903.gif,Hearth,Snow,Sleepy,None,None,Acorn
1904,Foxin #1904,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1904.gif,Dusk,Maple,Sparkly,Beanie,None,Acorn
1905,Foxin #1905,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1905.gif,Peach,Snow,Normal,Beanie,Bandana,None
1906,Foxin #1906,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1906.gif,Peach,Maple,Normal,Cap,None,None
1907,Foxin #1907,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1907.gif,Snow,Dusk,Pout,Bow,None,Acorn
1908,Foxin #1908,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1908.gif,Snow,Maple,Wink,Beret,None,None
1909,Foxin #1909,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1909.gif,Peach,Maple,Sparkly,None,Bell,None
1910,Foxin #1910,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1910.gif,Hearth,Dusk,Blep,Beanie,Bandana,Acorn
1911,Foxin #1911,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1911.gif,Dusk,Dusk,Grin,Beanie,None,None
1912,Foxin #1912,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1912.gif,Peach,Maple,Grin,Leaf,Bandana,Lantern
1913,Foxin #1913,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1913.gif,Hearth,Maple,Pout,None,Bandana,None
1914,Foxin #1914,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1914.gif,Dusk,Dusk,Blep,Beanie,Bandana,Lantern
1915,Foxin #1915,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1915.gif,Peach,Maple,Normal,Beret,Bell,None
1916,Foxin #1916,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1916.gif,Peach,Snow,Heart,Bow,Scarf,None
1917,Foxin #1917,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1917.gif,Hearth,Snow,Blep,Cap,None,Lantern
1918,Foxin #1918,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1918.gif,Hearth,Snow,Normal,Cap,Scarf,Leaf
1919,Foxin #1919,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1919.gif,Hearth,Maple,Sparkly,None,None,Leaf
1920,Foxin #1920,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1920.gif,Dusk,Maple,Normal,Cap,None,Acorn
1921,Foxin #1921,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1921.gif,Peach,Snow,Normal,Leaf,Bell,Leaf
1922,Foxin #1922,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1922.gif,Dusk,Snow,Normal,Flower,Bell,Leaf
1923,Foxin #1923,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1923.gif,Snow,Dusk,Grin,Beanie,Scarf,None
1924,Foxin #1924,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1924.gif,Snow,Dusk,Blep,Flower,Bell,Leaf
1925,Foxin #1925,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1925.gif,Dusk,Dusk,Grin,Beret,Bandana,Acorn
1926,Foxin #1926,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1926.gif,Dusk,Snow,Blep,None,None,None
1927,Foxin #1927,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1927.gif,Peach,Maple,Heart,Leaf,Bell,None
1928,Foxin #1928,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1928.gif,Hearth,Dusk,Sleepy,Leaf,Bandana,Acorn
1929,Foxin #1929,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1929.gif,Dusk,Dusk,Normal,Leaf,Bandana,Leaf
1930,Foxin #1930,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1930.gif,Peach,Maple,Wink,Flower,Scarf,None
1931,Foxin #1931,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1931.gif,Hearth,Snow,Wink,Bow,None,None
1932,Foxin #1932,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1932.gif,Hearth,Snow,Normal,None,Bandana,None
1933,Foxin #1933,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1933.gif,Dusk,Dusk,Heart,Beret,None,None
1934,Foxin #1934,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1934.gif,Peach,Maple,Sparkly,Leaf,None,None
1935,Foxin #1935,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1935.gif,Snow,Snow,Wink,Leaf,Bell,Leaf
1936,Foxin #1936,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1936.gif,Peach,Snow,Blep,Beanie,Bell,Leaf
1937,Foxin #1937,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1937.gif,Snow,Snow,Normal,Beret,None,Leaf
1938,Foxin #1938,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1938.gif,Snow,Snow,Blep,None,None,Lantern
1939,Foxin #1939,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1939.gif,Snow,Maple,Normal,Flower,Bell,None
1940,Foxin #1940,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1940.gif,Snow,Snow,Grin,None,Bandana,Lantern
1941,Foxin #1941,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1941.gif,Peach,Dusk,Grin,Leaf,Bell,Leaf
1942,Foxin #1942,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1942.gif,Hearth,Snow,Sleepy,Beret,Bandana,Acorn
1943,Foxin #1943,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1943.gif,Dusk,Maple,Blep,Leaf,Bell,None
1944,Foxin #1944,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1944.gif,Peach,Dusk,Sparkly,Cap,Bandana,Acorn
1945,Foxin #1945,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1945.gif,Snow,Maple,Blep,Flower,Scarf,None
1946,Foxin #1946,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1946.gif,Dusk,Maple,Wink,Cap,None,Leaf
1947,Foxin #1947,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1947.gif,Hearth,Dusk,Wink,None,Bell,Acorn
1948,Foxin #1948,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1948.gif,Hearth,Dusk,Blep,Cap,Bell,None
1949,Foxin #1949,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1949.gif,Hearth,Snow,Normal,None,None,Lantern
1950,Foxin #1950,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1950.gif,Peach,Maple,Pout,Bow,Bell,Acorn
1951,Foxin #1951,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1951.gif,Dusk,Snow,Wink,Cap,None,Leaf
1952,Foxin #1952,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1952.gif,Snow,Snow,Sparkly,Bow,Bell,None
1953,Foxin #1953,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1953.gif,Hearth,Snow,Heart,Leaf,None,None
1954,Foxin #1954,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1954.gif,Peach,Maple,Normal,Bow,Scarf,None
1955,Foxin #1955,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1955.gif,Peach,Snow,Normal,Leaf,Bandana,None
1956,Foxin #1956,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1956.gif,Dusk,Maple,Grin,Bow,None,Lantern
1957,Foxin #1957,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1957.gif,Dusk,Maple,Heart,Beret,None,Leaf
1958,Foxin #1958,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1958.gif,Peach,Maple,Wink,Cap,None,Leaf
1959,Foxin #1959,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1959.gif,Snow,Maple,Heart,Flower,Bell,Acorn
1960,Foxin #1960,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1960.gif,Hearth,Snow,Blep,None,Scarf,None
1961,Foxin #1961,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1961.gif,Dusk,Dusk,Grin,None,Bandana,None
1962,Foxin #1962,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1962.gif,Dusk,Dusk,Sparkly,Leaf,Bell,None
1963,Foxin #1963,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1963.gif,Snow,Snow,Sleepy,None,None,Leaf
1964,Foxin #1964,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1964.gif,Dusk,Snow,Sleepy,Beret,Scarf,Leaf
1965,Foxin #1965,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1965.gif,Dusk,Dusk,Normal,Beret,None,Leaf
1966,Foxin #1966,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1966.gif,Hearth,Maple,Grin,Beret,Bell,None
1967,Foxin #1967,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1967.gif,Hearth,Maple,Sleepy,None,None,Leaf
1968,Foxin #1968,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1968.gif,Peach,Maple,Sparkly,None,None,Acorn
1969,Foxin #1969,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1969.gif,Snow,Snow,Blep,Bow,None,Lantern
1970,Foxin #1970,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1970.gif,Peach,Maple,Normal,Beret,Bandana,None
1971,Foxin #1971,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1971.gif,Hearth,Maple,Heart,Leaf,Bandana,Acorn
1972,Foxin #1972,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1972.gif,Snow,Maple,Heart,Leaf,Bandana,None
1973,Foxin #1973,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1973.gif,Peach,Snow,Sparkly,Beanie,Bell,None
1974,Foxin #1974,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1974.gif,Snow,Maple,Grin,Beanie,Scarf,Lantern
1975,Foxin #1975,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1975.gif,Dusk,Maple,Normal,None,Scarf,Acorn
1976,Foxin #1976,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1976.gif,Hearth,Maple,Pout,Beanie,None,Acorn
1977,Foxin #1977,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1977.gif,Dusk,Snow,Grin,Cap,Scarf,Acorn
1978,Foxin #1978,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1978.gif,Peach,Maple,Grin,Leaf,None,Leaf
1979,Foxin #1979,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1979.gif,Snow,Snow,Grin,Leaf,None,Leaf
1980,Foxin #1980,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1980.gif,Snow,Maple,Wink,None,Scarf,None
1981,Foxin #1981,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1981.gif,Peach,Maple,Heart,Bow,None,None
1982,Foxin #1982,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1982.gif,Hearth,Maple,Blep,Bow,Bell,Acorn
1983,Foxin #1983,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1983.gif,Dusk,Maple,Pout,Flower,Scarf,Acorn
1984,Foxin #1984,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1984.gif,Dusk,Snow,Blep,Cap,Bandana,None
1985,Foxin #1985,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1985.gif,Hearth,Maple,Blep,None,Bell,Acorn
1986,Foxin #1986,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1986.gif,Peach,Maple,Grin,Beret,None,Lantern
1987,Foxin #1987,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1987.gif,Hearth,Snow,Sleepy,Bow,None,None
1988,Foxin #1988,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1988.gif,Peach,Maple,Pout,None,Bell,Acorn
1989,Foxin #1989,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1989.gif,Snow,Dusk,Heart,None,Bell,Acorn
1990,Foxin #1990,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1990.gif,Snow,Maple,Pout,None,Scarf,Leaf
1991,Foxin #1991,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1991.gif,Snow,Dusk,Normal,None,None,None
1992,Foxin #1992,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1992.gif,Dusk,Snow,Pout,Leaf,Bandana,Leaf
1993,Foxin #1993,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1993.gif,Peach,Snow,Wink,Beanie,None,None
1994,Foxin #1994,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1994.gif,Peach,Maple,Sparkly,None,None,Lantern
1995,Foxin #1995,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1995.gif,Snow,Maple,Heart,Leaf,Bell,None
1996,Foxin #1996,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1996.gif,Peach,Dusk,Sparkly,Leaf,None,Acorn
1997,Foxin #1997,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1997.gif,Hearth,Maple,Normal,Beret,None,Leaf
1998,Foxin #1998,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1998.gif,Hearth,Maple,Sleepy,Cap,None,Leaf
1999,Foxin #1999,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1999.gif,Peach,Snow,Sleepy,Flower,Scarf,None
2000,Foxin #2000,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2000.gif,Snow,Maple,Normal,Beanie,Bell,Lantern
2001,Foxin #2001,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2001.gif,Snow,Maple,Grin,Cap,Scarf,Leaf
2002,Foxin #2002,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2002.gif,Peach,Maple,Sparkly,Flower,None,None
2003,Foxin #2003,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2003.gif,Snow,Maple,Pout,Beanie,None,None
2004,Foxin #2004,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2004.gif,Dusk,Dusk,Heart,None,Scarf,Leaf
2005,Foxin #2005,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2005.gif,Peach,Snow,Sleepy,Cap,Scarf,Leaf
2006,Foxin #2006,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2006.gif,Dusk,Maple,Normal,Beret,Bell,Leaf
2007,Foxin #2007,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2007.gif,Peach,Maple,Blep,Flower,Scarf,Leaf
2008,Foxin #2008,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2008.gif,Dusk,Maple,Wink,Cap,Scarf,Acorn
2009,Foxin #2009,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2009.gif,Dusk,Snow,Wink,Bow,Bandana,Leaf
2010,Foxin #2010,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2010.gif,Peach,Snow,Sparkly,Beret,Scarf,Leaf
2011,Foxin #2011,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2011.gif,Peach,Maple,Wink,Leaf,None,Acorn
2012,Foxin #2012,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2012.gif,Dusk,Maple,Sleepy,Cap,Scarf,None
2013,Foxin #2013,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2013.gif,Peach,Snow,Grin,Leaf,Bandana,Acorn
2014,Foxin #2014,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2014.gif,Peach,Snow,Sleepy,Flower,Bell,None
2015,Foxin #2015,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2015.gif,Snow,Snow,Sleepy,Beanie,Bell,Leaf
2016,Foxin #2016,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2016.gif,Snow,Dusk,Sparkly,Beanie,None,Lantern
2017,Foxin #2017,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2017.gif,Dusk,Dusk,Grin,Cap,None,Acorn
2018,Foxin #2018,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2018.gif,Peach,Snow,Grin,None,Scarf,Leaf
2019,Foxin #2019,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2019.gif,Peach,Maple,Grin,Bow,Scarf,Lantern
2020,Foxin #2020,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2020.gif,Hearth,Maple,Blep,None,Bell,Leaf
2021,Foxin #2021,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2021.gif,Peach,Maple,Normal,Beanie,Scarf,Acorn
2022,Foxin #2022,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2022.gif,Hearth,Snow,Normal,Bow,None,Lantern
