tokenID,name,description,file_name,attributes[Stage],attributes[Lights],attributes[Cast],attributes[Face],attributes[Fit],attributes[Prop]
3259,Boogie #3259,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3259.gif,Club Booth,None,Midnight Cat,Cool,Headphones,Glow Sticks
3260,Boogie #3260,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3260.gif,Rooftop Party,None,Mango Blob,Tongue Out,None,Vinyl
3261,Boogie #3261,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3261.gif,Neon Alley,None,Midnight Cat,Heart Eyes,Headphones,Vinyl
3262,Boogie #3262,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3262.gif,Backyard Jam,Confetti Burst,Peach Cat,Tongue Out,None,Boombox
3263,Boogie #3263,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3263.gif,Disco Hall,Confetti Burst,Canary Bird,Focused,Headphones,Glow Sticks
3264,Boogie #3264,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3264.gif,Disco Hall,Spotlights,Grape Blob,Cool,None,None
3265,Boogie #3265,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3265.gif,Dance Floor,Beat Rings,Midnight Cat,Wink,None,None
3266,Boogie #3266,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3266.gif,Disco Hall,Confetti Burst,Candy Robot,Tongue Out,Headphones,Glow Sticks
3267,Boogie #3267,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3267.gif,Dance Floor,Beat Rings,Peach Cat,Party Scream,Headphones,Mic
3268,Boogie #3268,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3268.gif,Rooftop Party,Confetti Burst,Grape Blob,Wink,Jacket,None
3269,Boogie #3269,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3269.gif,Backyard Jam,Spotlights,Midnight Cat,Focused,Chain,Vinyl
3270,Boogie #3270,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3270.gif,Rooftop Party,Confetti Burst,Peach Cat,Party Scream,Shades,Glow Sticks
3271,Boogie #3271,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3271.gif,Warehouse Rave,None,Chrome Robot,Cool,Jacket,None
3272,Boogie #3272,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3272.gif,Dance Floor,None,Canary Bird,Hype,None,Boombox
3273,Boogie #3273,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3273.gif,Disco Hall,None,Peach Cat,Tongue Out,Chain,None
3274,Boogie #3274,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3274.gif,Warehouse Rave,Confetti Burst,Teal Frog,Hype,Chain,None
3275,Boogie #3275,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3275.gif,Warehouse Rave,Neon Glow,Indigo Bird,Grin,Chain,Boombox
3276,Boogie #3276,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3276.gif,Neon Alley,Confetti Burst,Midnight Cat,Wink,Shades,Mic
3277,Boogie #3277,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3277.gif,Backyard Jam,Neon Glow,Lime Frog,Focused,Hoodie,Boombox
3278,Boogie #3278,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3278.gif,Neon Alley,Neon Glow,Peach Cat,Tongue Out,Visor,Boombox
3279,Boogie #3279,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3279.gif,Rooftop Party,Confetti Burst,Canary Bird,Hype,Hoodie,Trophy
3280,Boogie #3280,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3280.gif,Dance Floor,Spotlights,Indigo Bird,Focused,Chain,Boombox
3281,Boogie #3281,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3281.gif,Dance Floor,Disco Glints,Canary Bird,Wink,Jacket,Boombox
3282,Boogie #3282,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3282.gif,Dance Floor,Disco Glints,Mango Blob,Party Scream,Shades,Drink
3283,Boogie #3283,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3283.gif,Dance Floor,Disco Glints,Grape Blob,Grin,Hoodie,None
3284,Boogie #3284,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3284.gif,Backyard Jam,None,Teal Frog,Cool,None,Boombox
3285,Boogie #3285,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3285.gif,Dance Floor,None,Mango Blob,Hype,Chain,Boombox
3286,Boogie #3286,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3286.gif,Dance Floor,None,Mango Blob,Tongue Out,None,Glow Sticks
3287,Boogie #3287,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3287.gif,Warehouse Rave,None,Lime Frog,Grin,Visor,Mic
3288,Boogie #3288,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3288.gif,Warehouse Rave,Neon Glow,Canary Bird,Hype,Visor,Boombox
3289,Boogie #3289,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3289.gif,Rooftop Party,Beat Rings,Indigo Bird,Wink,Hoodie,Glow Sticks
3290,Boogie #3290,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3290.gif,Backyard Jam,Confetti Burst,Lime Frog,Heart Eyes,None,None
3291,Boogie #3291,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3291.gif,Neon Alley,Disco Glints,Peach Cat,Hype,None,Vinyl
3292,Boogie #3292,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3292.gif,Warehouse Rave,Confetti Burst,Teal Frog,Party Scream,Hoodie,Vinyl
3293,Boogie #3293,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3293.gif,Warehouse Rave,Beat Rings,Mango Blob,Grin,Visor,Vinyl
3294,Boogie #3294,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3294.gif,Neon Alley,Confetti Burst,Chrome Robot,Party Scream,Shades,Glow Sticks
3295,Boogie #3295,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3295.gif,Neon Alley,Beat Rings,Peach Cat,Hype,Shades,Glow Sticks
3296,Boogie #3296,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3296.gif,Backyard Jam,Neon Glow,Midnight Cat,Hype,Jacket,Vinyl
3297,Boogie #3297,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3297.gif,Backyard Jam,Spotlights,Candy Robot,Cool,None,None
3298,Boogie #3298,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3298.gif,Warehouse Rave,Spotlights,Blush Pig,Grin,None,Glow Sticks
3299,Boogie #3299,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3299.gif,Rooftop Party,Spotlights,Candy Robot,Hype,None,Boombox
3300,Boogie #3300,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3300.gif,Neon Alley,None,Grape Blob,Tongue Out,Jacket,None
3301,Boogie #3301,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3301.gif,Backyard Jam,None,Lime Frog,Tongue Out,None,None
3302,Boogie #3302,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3302.gif,Disco Hall,Spotlights,Mango Blob,Hype,Visor,Mic
3303,Boogie #3303,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3303.gif,Warehouse Rave,Beat Rings,Lime Frog,Cool,Chain,None
3304,Boogie #3304,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3304.gif,Dance Floor,None,Chrome Robot,Focused,Hoodie,None
3305,Boogie #3305,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3305.gif,Neon Alley,Confetti Burst,Lime Frog,Party Scream,None,Drink
3306,Boogie #3306,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3306.gif,Dance Floor,Confetti Burst,Canary Bird,Hype,Hoodie,None
3307,Boogie #3307,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3307.gif,Disco Hall,Confetti Burst,Canary Bird,Cool,Shades,Boombox
3308,Boogie #3308,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3308.gif,Rooftop Party,Disco Glints,Mango Blob,Grin,None,None
3309,Boogie #3309,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3309.gif,Rooftop Party,Confetti Burst,Cream Bunny,Tongue Out,Visor,None
3310,Boogie #3310,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3310.gif,Disco Hall,Neon Glow,Grape Blob,Hype,None,Vinyl
3311,Boogie #3311,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3311.gif,Disco Hall,Confetti Burst,Indigo Bird,Hype,None,None
3312,Boogie #3312,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3312.gif,Dance Floor,None,Chrome Robot,Wink,Chain,Boombox
3313,Boogie #3313,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3313.gif,Rooftop Party,Neon Glow,Cream Bunny,Grin,None,Vinyl
3314,Boogie #3314,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3314.gif,Warehouse Rave,Confetti Burst,Peach Cat,Hype,Headphones,Boombox
3315,Boogie #3315,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3315.gif,Warehouse Rave,Confetti Burst,Canary Bird,Grin,Shades,Boombox
3316,Boogie #3316,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3316.gif,Disco Hall,Spotlights,Canary Bird,Party Scream,Jacket,Mic
3317,Boogie #3317,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3317.gif,Rooftop Party,Disco Glints,Indigo Bird,Cool,None,Drink
3318,Boogie #3318,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3318.gif,Warehouse Rave,None,Lime Frog,Heart Eyes,Jacket,Mic
3319,Boogie #3319,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3319.gif,Disco Hall,Disco Glints,Grape Blob,Hype,Jacket,Mic
3320,Boogie #3320,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3320.gif,Warehouse Rave,Disco Glints,Canary Bird,Party Scream,Hoodie,Boombox
3321,Boogie #3321,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3321.gif,Disco Hall,Neon Glow,Blush Pig,Hype,Hoodie,Glow Sticks
3322,Boogie #3322,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3322.gif,Backyard Jam,None,Canary Bird,Tongue Out,Hoodie,Vinyl
3323,Boogie #3323,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3323.gif,Club Booth,None,Peach Cat,Tongue Out,Chain,Vinyl
3324,Boogie #3324,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3324.gif,Rooftop Party,Spotlights,Cream Bunny,Cool,Hoodie,None
3325,Boogie #3325,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3325.gif,Backyard Jam,Confetti Burst,Peach Cat,Hype,None,Trophy
3326,Boogie #3326,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3326.gif,Dance Floor,None,Chrome Robot,Tongue Out,None,Boombox
3327,Boogie #3327,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3327.gif,Dance Floor,Neon Glow,Chrome Robot,Tongue Out,Hoodie,None
3328,Boogie #3328,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3328.gif,Dance Floor,Beat Rings,Lime Frog,Cool,Headphones,Mic
3329,Boogie #3329,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3329.gif,Warehouse Rave,Disco Glints,Chrome Robot,Tongue Out,None,Boombox
3330,Boogie #3330,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3330.gif,Backyard Jam,Spotlights,Midnight Cat,Tongue Out,None,Drink
3331,Boogie #3331,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3331.gif,Disco Hall,None,Cream Bunny,Focused,Visor,Drink
3332,Boogie #3332,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3332.gif,Warehouse Rave,Beat Rings,Chrome Robot,Hype,Jacket,Mic
3333,Boogie #3333,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3333.gif,Dance Floor,Neon Glow,Grape Blob,Focused,Hoodie,Mic
3334,Boogie #3334,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3334.gif,Neon Alley,None,Midnight Cat,Cool,Hoodie,None
3335,Boogie #3335,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3335.gif,Warehouse Rave,Disco Glints,Teal Frog,Wink,Shades,Boombox
3336,Boogie #3336,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3336.gif,Warehouse Rave,None,Peach Cat,Hype,Shades,Drink
3337,Boogie #3337,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3337.gif,Warehouse Rave,None,Lime Frog,Tongue Out,Shades,Boombox
3338,Boogie #3338,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3338.gif,Neon Alley,Spotlights,Peach Cat,Hype,Visor,Glow Sticks
3339,Boogie #3339,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3339.gif,Dance Floor,Disco Glints,Grape Blob,Cool,Headphones,Trophy
3340,Boogie #3340,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3340.gif,Backyard Jam,None,Chrome Robot,Wink,Jacket,Drink
3341,Boogie #3341,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3341.gif,Neon Alley,None,Lime Frog,Heart Eyes,Chain,Vinyl
3342,Boogie #3342,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3342.gif,Club Booth,Disco Glints,Cream Bunny,Focused,None,Glow Sticks
3343,Boogie #3343,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3343.gif,Neon Alley,Confetti Burst,Teal Frog,Grin,Shades,None
3344,Boogie #3344,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3344.gif,Dance Floor,Disco Glints,Midnight Cat,Hype,Headphones,None
3345,Boogie #3345,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3345.gif,Disco Hall,Beat Rings,Candy Robot,Hype,Visor,Boombox
3346,Boogie #3346,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3346.gif,Backyard Jam,None,Lime Frog,Wink,Shades,Boombox
3347,Boogie #3347,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3347.gif,Disco Hall,Disco Glints,Grape Blob,Heart Eyes,Visor,None
3348,Boogie #3348,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3348.gif,Warehouse Rave,None,Canary Bird,Cool,None,Mic
3349,Boogie #3349,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3349.gif,Neon Alley,None,Blush Pig,Party Scream,Visor,None
3350,Boogie #3350,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3350.gif,Backyard Jam,Spotlights,Indigo Bird,Tongue Out,Jacket,Glow Sticks
3351,Boogie #3351,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3351.gif,Rooftop Party,Confetti Burst,Grape Blob,Wink,Chain,None
3352,Boogie #3352,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3352.gif,Dance Floor,Disco Glints,Teal Frog,Tongue Out,Hoodie,None
3353,Boogie #3353,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3353.gif,Dance Floor,Beat Rings,Grape Blob,Party Scream,Chain,Glow Sticks
3354,Boogie #3354,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3354.gif,Backyard Jam,Spotlights,Peach Cat,Heart Eyes,Hoodie,Boombox
3355,Boogie #3355,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3355.gif,Warehouse Rave,None,Lime Frog,Hype,None,Mic
3356,Boogie #3356,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3356.gif,Warehouse Rave,None,Grape Blob,Hype,None,Vinyl
3357,Boogie #3357,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3357.gif,Rooftop Party,None,Blush Pig,Wink,Chain,Mic
3358,Boogie #3358,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3358.gif,Rooftop Party,Beat Rings,Chrome Robot,Grin,Hoodie,Vinyl
3359,Boogie #3359,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3359.gif,Warehouse Rave,Disco Glints,Grape Blob,Tongue Out,Jacket,Glow Sticks
3360,Boogie #3360,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3360.gif,Neon Alley,Beat Rings,Grape Blob,Heart Eyes,Shades,Glow Sticks
3361,Boogie #3361,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3361.gif,Disco Hall,None,Cream Bunny,Tongue Out,Headphones,Mic
3362,Boogie #3362,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,3362.gif,Disco Hall,Confetti Burst,Cream Bunny,Hype,Hoodie,Trophy
