tokenID,name,description,file_name,attributes[Atmosphere],attributes[Complexion],attributes[Tailoring],attributes[Coiffure],attributes[Visage],attributes[Cadence],attributes[Adornment],attributes[Signal]
842,Street Heir #842,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",842.png,Amber Blocks,Mahogany / Broad,Track Panel,Sculpted Twists,Future Visor,Berry Gloss,Safety Pin,Offset Halo
843,Street Heir #843,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",843.png,Paper Blue,Cool Porcelain / Long,Longline Coat,Sculpted Twists,Clear Frames,Fine Mustache,Curb Chain,Double Exposure
844,Street Heir #844,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",844.png,Paper Blue,Olive / Square,Signal Bomber,Beanie Coils,Soft Blink,Half Smile,Gold Hoops,Type Bars
845,Street Heir #845,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",845.png,Acid Window,Golden Brown / Tapered,Patched Denim,Temple Fade,Steady,Chin Stripe,Ear Cuff,Orbit Lines
846,Street Heir #846,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",846.png,Crimson Check,Olive / Square,Quilted Vest,Bandana Curls,Future Visor,Fine Mustache,Pearl Line,Halftone Veil
847,Street Heir #847,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",847.png,Jade Arc,Deep Umber / Angular,Track Panel,Durag Tails,Star Liner,Berry Gloss,Silver Studs,Double Exposure
848,Street Heir #848,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",848.png,Paper Blue,Sienna / Soft Jaw,Ribbed Turtleneck,Temple Fade,Clear Frames,Calm,Studio Cans,Offset Halo
849,Street Heir #849,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",849.png,Crimson Check,Olive / Square,Longline Coat,Buzz Design,Steady,Calm,Gold Hoops,Sound Wave
850,Street Heir #850,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",850.png,Cobalt Sun,Cool Porcelain / Long,Heavy Hoodie,Buzz Design,Side Eye,Short Beard,Nose Ring,Halftone Veil
851,Street Heir #851,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",851.png,Midnight Grid,Sienna / Soft Jaw,Heavy Hoodie,Wave Crop,Joy Lines,Short Beard,Ear Cuff,Halftone Veil
852,Street Heir #852,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",852.png,Jade Arc,Sienna / Soft Jaw,Workwear Blue,Durag Tails,Joy Lines,Gap Grin,Silver Studs,Prism Slice
853,Street Heir #853,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",853.png,Cobalt Sun,Olive / Square,Ribbed Turtleneck,Temple Fade,Soft Blink,Silver Tooth,Curb Chain,Corner Stamps
854,Street Heir #854,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",854.png,Violet Broadcast,Golden Brown / Tapered,Varsity Archive,High Puff,Steady,Half Smile,Gold Hoops,Crop Code
855,Street Heir #855,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",855.png,Crimson Check,Olive / Square,Signal Bomber,Loc Crown,Amber Shades,Gap Grin,Safety Pin,Offset Halo
856,Street Heir #856,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",856.png,Midnight Grid,Sienna / Soft Jaw,Longline Coat,Box Braids,Side Eye,Gap Grin,Silver Studs,Type Bars
857,Street Heir #857,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",857.png,Amber Blocks,Sienna / Soft Jaw,Workwear Blue,Beanie Coils,Joy Lines,Half Smile,Safety Pin,Orbit Lines
858,Street Heir #858,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",858.png,Jade Arc,Cool Porcelain / Long,Signal Bomber,Durag Tails,Star Liner,Berry Gloss,Silver Studs,Type Bars
859,Street Heir #859,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",859.png,Acid Window,Deep Umber / Angular,Track Panel,Box Braids,Future Visor,Half Smile,Pearl Line,Double Exposure
860,Street Heir #860,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",860.png,Violet Broadcast,Deep Umber / Angular,Heavy Hoodie,Temple Fade,Future Visor,Gap Grin,Silver Studs,Double Exposure
861,Street Heir #861,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",861.png,Midnight Grid,Golden Brown / Tapered,Longline Coat,High Puff,Amber Shades,Berry Gloss,Ear Cuff,Type Bars
862,Street Heir #862,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",862.png,Midnight Grid,Golden Brown / Tapered,Heavy Hoodie,Durag Tails,Soft Blink,Fine Mustache,Safety Pin,Type Bars
863,Street Heir #863,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",863.png,Amber Blocks,Copper / High Cheek,Quilted Vest,Wave Crop,Steady,Silver Tooth,Gold Hoops,Type Bars
864,Street Heir #864,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",864.png,Jade Arc,Golden Brown / Tapered,Patched Denim,Beanie Coils,Joy Lines,Short Beard,Nose Ring,Corner Stamps
865,Street Heir #865,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",865.png,Amber Blocks,Warm Beige / Heart,Football Knit,High Puff,Star Liner,Berry Gloss,Curb Chain,Crop Code
866,Street Heir #866,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",866.png,Violet Broadcast,Copper / High Cheek,Football Knit,Bandana Curls,Steady,Silver Tooth,Studio Cans,Pixel Flare
867,Street Heir #867,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",867.png,Crimson Check,Olive / Square,Varsity Archive,Buzz Design,Soft Blink,Fine Mustache,Studio Cans,Sound Wave
868,Street Heir #868,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",868.png,Midnight Grid,Olive / Square,Signal Bomber,Temple Fade,Clear Frames,Calm,Gold Hoops,Pixel Flare
869,Street Heir #869,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",869.png,Jade Arc,Cool Porcelain / Long,Heavy Hoodie,High Puff,Side Eye,Half Smile,Silver Studs,Double Exposure
870,Street Heir #870,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",870.png,Paper Blue,Golden Brown / Tapered,Varsity Archive,High Puff,Soft Blink,Calm,Nose Ring,Crop Code
871,Street Heir #871,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",871.png,Violet Broadcast,Cool Porcelain / Long,Varsity Archive,Beanie Coils,Amber Shades,Half Smile,Gold Hoops,Orbit Lines
872,Street Heir #872,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",872.png,Violet Broadcast,Olive / Square,Football Knit,Wave Crop,Steady,Calm,Gold Hoops,Pixel Flare
873,Street Heir #873,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",873.png,Acid Window,Deep Umber / Angular,Quilted Vest,Beanie Coils,Joy Lines,Fine Mustache,Gold Hoops,Type Bars
874,Street Heir #874,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",874.png,Violet Broadcast,Warm Beige / Heart,Track Panel,Temple Fade,Amber Shades,Short Beard,Nose Ring,Sound Wave
875,Street Heir #875,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",875.png,Cobalt Sun,Warm Beige / Heart,Football Knit,High Puff,Steady,Silver Tooth,Silver Studs,Corner Stamps
876,Street Heir #876,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",876.png,Amber Blocks,Golden Brown / Tapered,Signal Bomber,Beanie Coils,Side Eye,Berry Gloss,Silver Studs,Halftone Veil
877,Street Heir #877,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",877.png,Crimson Check,Copper / High Cheek,Track Panel,Bandana Curls,Star Liner,Silver Tooth,Pearl Line,Orbit Lines
878,Street Heir #878,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",878.png,Jade Arc,Sienna / Soft Jaw,Quilted Vest,High Puff,Steady,Silver Tooth,Studio Cans,Orbit Lines
879,Street Heir #879,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",879.png,Jade Arc,Golden Brown / Tapered,Signal Bomber,Beanie Coils,Steady,Half Smile,Curb Chain,Prism Slice
880,Street Heir #880,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",880.png,Paper Blue,Mahogany / Broad,Patched Denim,Loc Crown,Star Liner,Gap Grin,Silver Studs,Prism Slice
